1.00E-03,9.00E-01,3.00E+00,2.50E+02,1.00E+02,2.50E+01,1.60E-01,3.00E+00,0.00E+00,9.99E+02,0.00E+00,9.99E+02
1.00E-03,9.00E-01,3.00E+00,2.50E+02,1.00E+02,2.50E+01,2.82E+00,3.60E+01,4.00E+00,3.92E+02,0.00E+00,9.99E+02
1.00E-03,9.00E-01,3.00E+00,2.50E+01,1.00E+02,2.50E+02,1.47E-01,4.00E+00,0.00E+00,9.99E+02,0.00E+00,9.99E+02
1.00E-03,9.00E-01,3.00E+00,2.50E+01,1.00E+02,2.50E+02,2.35E-01,3.00E+00,0.00E+00,9.99E+02,0.00E+00,9.99E+02
1.00E-03,9.00E-01,3.00E+00,2.50E+01,1.00E+02,2.50E+02,1.45E-01,9.00E+00,0.00E+00,9.99E+02,0.00E+00,9.99E+02
1.00E-03,9.00E-01,3.00E+00,2.50E+01,1.00E+02,2.50E+02,1.77E-01,4.00E+00,0.00E+00,9.99E+02,0.00E+00,9.99E+02
1.00E-03,9.00E-01,3.00E+00,1.00E+02,1.00E+02,1.00E+02,3.27E+00,5.00E+01,1.20E+01,3.73E+02,1.00E+00,9.99E+02
1.00E-03,9.00E-01,3.00E+00,1.00E+02,1.00E+02,1.00E+02,2.95E-01,4.00E+00,0.00E+00,9.99E+02,0.00E+00,9.99E+02
1.00E-03,9.00E-01,3.00E+00,1.00E+02,1.00E+02,1.00E+02,7.62E+00,5.50E+01,2.90E+01,3.01E+02,1.00E+00,9.99E+02
1.00E-03,9.00E-01,3.00E+00,1.00E+02,1.00E+02,1.00E+02,4.10E+00,5.20E+01,1.20E+01,3.66E+02,1.00E+00,9.99E+02
1.00E-03,9.00E-01,3.00E+00,1.00E+02,1.00E+02,1.00E+02,2.95E-01,9.00E+00,0.00E+00,9.99E+02,0.00E+00,9.99E+02
1.00E-03,9.00E-01,3.00E+00,1.00E+02,1.00E+02,1.00E+02,1.85E-01,3.00E+00,0.00E+00,9.99E+02,0.00E+00,9.99E+02
1.00E-03,9.00E-01,1.00E+00,2.50E+02,0.00E+00,0.00E+00,1.70E+01,5.30E+01,8.90E+01,1.63E+02,6.00E+00,2.04E+02
1.00E-03,9.00E-01,1.00E+00,2.50E+02,0.00E+00,0.00E+00,1.71E+01,5.00E+01,9.50E+01,1.63E+02,1.00E+00,9.99E+02
1.000000000000000021e-03,9.000000000000000222e-01,1.000000000000000000e+00,2.500000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.721750000000000114e+01,6.100000000000000000e+01,9.300000000000000000e+01,1.740000000000000000e+02,7.000000000000000000e+00,2.530000000000000000e+02
1.000000000000000021e-03,9.000000000000000222e-01,1.000000000000000000e+00,2.500000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.650250000000000128e+01,5.900000000000000000e+01,7.800000000000000000e+01,1.620000000000000000e+02,5.000000000000000000e+00,2.950000000000000000e+02
1.000000000000000021e-03,9.000000000000000222e-01,1.000000000000000000e+00,2.500000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.767249999999999943e+01,6.700000000000000000e+01,9.800000000000000000e+01,1.510000000000000000e+02,6.000000000000000000e+00,2.910000000000000000e+02
1.000000000000000021e-03,9.000000000000000222e-01,1.000000000000000000e+00,2.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,5.975000000000000311e-01,8.000000000000000000e+00,0.000000000000000000e+00,9.990000000000000000e+02,0.000000000000000000e+00,9.990000000000000000e+02
1.000000000000000021e-03,9.000000000000000222e-01,1.000000000000000000e+00,2.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.867500000000000160e+00,3.600000000000000000e+01,5.000000000000000000e+00,3.760000000000000000e+02,0.000000000000000000e+00,9.990000000000000000e+02
1.000000000000000021e-03,9.000000000000000222e-01,1.000000000000000000e+00,2.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.500000000000000111e-01,9.000000000000000000e+00,0.000000000000000000e+00,9.990000000000000000e+02,0.000000000000000000e+00,9.990000000000000000e+02
1.000000000000000021e-03,9.000000000000000222e-01,1.000000000000000000e+00,2.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,9.849999999999999867e-01,1.700000000000000000e+01,0.000000000000000000e+00,9.990000000000000000e+02,0.000000000000000000e+00,9.990000000000000000e+02
1.000000000000000021e-03,9.000000000000000222e-01,1.000000000000000000e+00,1.000000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.583500000000000085e+01,5.100000000000000000e+01,8.400000000000000000e+01,1.890000000000000000e+02,3.000000000000000000e+00,3.500000000000000000e+02
1.000000000000000021e-03,9.000000000000000222e-01,1.000000000000000000e+00,1.000000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.596000000000000085e+01,5.300000000000000000e+01,8.200000000000000000e+01,1.820000000000000000e+02,3.000000000000000000e+00,3.780000000000000000e+02
1.000000000000000021e-03,9.000000000000000222e-01,1.000000000000000000e+00,1.000000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.511250000000000071e+01,6.200000000000000000e+01,7.700000000000000000e+01,2.050000000000000000e+02,6.000000000000000000e+00,2.500000000000000000e+02
1.000000000000000021e-03,9.000000000000000222e-01,1.000000000000000000e+00,1.000000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.431750000000000078e+01,5.600000000000000000e+01,7.200000000000000000e+01,2.070000000000000000e+02,5.000000000000000000e+00,2.590000000000000000e+02
1.000000000000000021e-03,4.000000000000000222e-01,1.000000000000000000e+00,2.500000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,2.012000000000000099e+01,5.900000000000000000e+01,1.420000000000000000e+02,1.600000000000000000e+02,7.000000000000000000e+00,2.270000000000000000e+02
1.000000000000000021e-03,4.000000000000000222e-01,1.000000000000000000e+00,2.500000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.917749999999999844e+01,5.400000000000000000e+01,1.320000000000000000e+02,1.540000000000000000e+02,7.000000000000000000e+00,1.880000000000000000e+02
1.000000000000000021e-03,4.000000000000000222e-01,1.000000000000000000e+00,2.500000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.950000000000000000e+01,5.200000000000000000e+01,1.380000000000000000e+02,1.580000000000000000e+02,5.000000000000000000e+00,2.360000000000000000e+02
1.000000000000000021e-03,4.000000000000000222e-01,1.000000000000000000e+00,2.500000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.857750000000000057e+01,5.400000000000000000e+01,1.360000000000000000e+02,1.790000000000000000e+02,4.000000000000000000e+00,3.000000000000000000e+02
1.000000000000000021e-03,4.000000000000000222e-01,1.000000000000000000e+00,2.500000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.973000000000000043e+01,5.400000000000000000e+01,1.540000000000000000e+02,1.640000000000000000e+02,4.000000000000000000e+00,3.480000000000000000e+02
1.000000000000000056e-01,9.000000000000000222e-01,1.000000000000000000e+00,2.500000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,3.749999999999999861e-02,1.000000000000000000e+00,0.000000000000000000e+00,9.990000000000000000e+02,0.000000000000000000e+00,9.990000000000000000e+02
1.000000000000000056e-01,9.000000000000000222e-01,1.000000000000000000e+00,2.500000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.499999999999999833e-02,1.000000000000000000e+00,0.000000000000000000e+00,9.990000000000000000e+02,0.000000000000000000e+00,9.990000000000000000e+02
1.000000000000000056e-01,9.000000000000000222e-01,1.000000000000000000e+00,2.500000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,4.250000000000000305e-02,1.000000000000000000e+00,0.000000000000000000e+00,9.990000000000000000e+02,0.000000000000000000e+00,9.990000000000000000e+02
1.000000000000000056e-01,9.000000000000000222e-01,1.000000000000000000e+00,2.500000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,5.999999999999999778e-02,1.000000000000000000e+00,0.000000000000000000e+00,9.990000000000000000e+02,0.000000000000000000e+00,9.990000000000000000e+02
1.000000000000000056e-01,9.000000000000000222e-01,1.000000000000000000e+00,2.500000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,5.750000000000000250e-02,1.000000000000000000e+00,0.000000000000000000e+00,9.990000000000000000e+02,0.000000000000000000e+00,9.990000000000000000e+02
1.000000000000000056e-01,9.000000000000000222e-01,1.000000000000000000e+00,2.500000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000278e-02,1.000000000000000000e+00,0.000000000000000000e+00,9.990000000000000000e+02,0.000000000000000000e+00,9.990000000000000000e+02
